=== CLIENTS ===
client_id,name,internal_account_code,created_at,updated_at
CL296163718,1000 Hills Spar,RE-COR-RAW-SPR-3708,2025-09-13T16:20:29.616707+00:00,2025-09-13T16:20:29.616717+00:00
CL308313718,1000 Hills Spar,RE-COR-RAW-SPR-3708,2025-09-13T16:20:31.101809+00:00,2025-09-13T16:20:31.101812+00:00
CL264281414,3 Amigo's,BU-IND-RAW-NA-1407,2025-09-13T16:20:26.428418+00:00,2025-09-13T16:20:26.428448+00:00
CL308131414,3 Amigo's,BU-IND-RAW-NA-1407,2025-09-13T16:20:30.934764+00:00,2025-09-13T16:20:30.934766+00:00
CL290103259,4 Ways Cafe,RE-IND-RAW-NA-3256,2025-09-13T16:20:29.010339+00:00,2025-09-13T16:20:29.010348+00:00
CL308273259,4 Ways Cafe,RE-IND-RAW-NA-3256,2025-09-13T16:20:31.097649+00:00,2025-09-13T16:20:31.097652+00:00
CL274212110,844503621,RE-COR-RAW-MAK-2106,2025-09-13T16:20:27.421168+00:00,2025-09-13T16:20:27.421174+00:00
CL308192110,844503621,RE-COR-RAW-MAK-2106,2025-09-13T16:20:31.015290+00:00,2025-09-13T16:20:31.015293+00:00
CL261411211,A.L. Botha,RE-COR-RAW-NA-1204,2025-09-13T16:20:26.141538+00:00,2025-09-13T16:20:26.141544+00:00
CL308121211,A.L. Botha,RE-COR-RAW-NA-1204,2025-09-13T16:20:30.933034+00:00,2025-09-13T16:20:30.933037+00:00
CL24374005,A1 Eggs,FA-IND-EGG-NA-0005,2025-09-13T16:20:24.374619+00:00,2025-09-13T16:20:24.374629+00:00
CL30803005,A1 Eggs,FA-IND-EGG-NA-0005,2025-09-13T16:20:30.846974+00:00,2025-09-13T16:20:30.846976+00:00
CL290443280,A1 Food Center Acornhoek,RE-IND-RAW-NA-3277,2025-09-13T16:20:29.044230+00:00,2025-09-13T16:20:29.044243+00:00
CL308273280,A1 Food Center Acornhoek,RE-IND-RAW-NA-3277,2025-09-13T16:20:31.097891+00:00,2025-09-13T16:20:31.097894+00:00
CL290113260,A1 Food Store,RE-IND-RAW-NA-3257,2025-09-13T16:20:29.011787+00:00,2025-09-13T16:20:29.011796+00:00
CL308273260,A1 Food Store,RE-IND-RAW-NA-3257,2025-09-13T16:20:31.097660+00:00,2025-09-13T16:20:31.097663+00:00
CL302854232,A1 Food Store Mkhuhlu,RE-IND-EGG-NA-4239,2025-09-13T16:20:30.286027+00:00,2025-09-13T16:20:30.286038+00:00
CL308354232,A1 Food Store Mkhuhlu,RE-IND-EGG-NA-4239,2025-09-13T16:20:31.214189+00:00,2025-09-13T16:20:31.214192+00:00
CL25412707,A1 Supermarket,RE-IND-RAW-NA-0700,2025-09-13T16:20:25.412463+00:00,2025-09-13T16:20:25.412470+00:00
CL30809707,A1 Supermarket,RE-IND-RAW-NA-0700,2025-09-13T16:20:30.853247+00:00,2025-09-13T16:20:30.853250+00:00
CL264931459,AAA Meat - Bloemfontein,BU-IND-RAW-NA-1452,2025-09-13T16:20:26.493262+00:00,2025-09-13T16:20:26.493269+00:00
CL308141459,AAA Meat - Bloemfontein,BU-IND-RAW-NA-1452,2025-09-13T16:20:30.935145+00:00,2025-09-13T16:20:30.935147+00:00
CL285642921,AAA Meat North,BU-IND-RAW-NA-2915,2025-09-13T16:20:28.564740+00:00,2025-09-13T16:20:28.564752+00:00
CL308252921,AAA Meat North,BU-IND-RAW-NA-2915,2025-09-13T16:20:31.022572+00:00,2025-09-13T16:20:31.022574+00:00
CL285662922,AAA Meat vleis South,BU-IND-RAW-NA-2916,2025-09-13T16:20:28.566382+00:00,2025-09-13T16:20:28.566391+00:00
CL308252922,AAA Meat vleis South,BU-IND-RAW-NA-2916,2025-09-13T16:20:31.022581+00:00,2025-09-13T16:20:31.022583+00:00
CL302374195,AB Supermarket,RE-IND-EGG-NA-4198,2025-09-13T16:20:30.237473+00:00,2025-09-13T16:20:30.237479+00:00
CL308344195,AB Supermarket,RE-IND-EGG-NA-4198,2025-09-13T16:20:31.213879+00:00,2025-09-13T16:20:31.213881+00:00
CL25310639,Abattoir/ Andies Poultry Abattoir,AB-IND-RAW-NA-0634,2025-09-13T16:20:25.311077+00:00,2025-09-13T16:20:25.311087+00:00
CL30808639,Abattoir/ Andies Poultry Abattoir,AB-IND-RAW-NA-0634,2025-09-13T16:20:30.852670+00:00,2025-09-13T16:20:30.852673+00:00
CL293323497,Abdul's Family Butchery,BU-IND-RAW-NA-3489,2025-09-13T16:20:29.332816+00:00,2025-09-13T16:20:29.332822+00:00
CL308293497,Abdul's Family Butchery,BU-IND-RAW-NA-3489,2025-09-13T16:20:31.099939+00:00,2025-09-13T16:20:31.099941+00:00
CL265211480,Abdul's Meat Market,BU-IND-RAW-NA-1473,2025-09-13T16:20:26.521877+00:00,2025-09-13T16:20:26.521883+00:00
CL308141480,Abdul's Meat Market,BU-IND-RAW-NA-1473,2025-09-13T16:20:30.935322+00:00,2025-09-13T16:20:30.935325+00:00
CL304134332,Abull Butchery,BU-IND-RAW-NA-4343,2025-09-13T16:20:30.413213+00:00,2025-09-13T16:20:30.413219+00:00
CL308354332,Abull Butchery,BU-IND-RAW-NA-4343,2025-09-13T16:20:31.215040+00:00,2025-09-13T16:20:31.215042+00:00
CL24717230,Acmeret Solutions T/A VFM Eggs,FA-IND-EGG-NA-0228,2025-09-13T16:20:24.717101+00:00,2025-09-13T16:20:24.717107+00:00
CL30805230,Acmeret Solutions T/A VFM Eggs,FA-IND-EGG-NA-0228,2025-09-13T16:20:30.849151+00:00,2025-09-13T16:20:30.849154+00:00
CL286182962,Acres Spar,RE-COR-RAW-SPR-2957,2025-09-13T16:20:28.618818+00:00,2025-09-13T16:20:28.618829+00:00
CL308252962,Acres Spar,RE-COR-RAW-SPR-2957,2025-09-13T16:20:31.022934+00:00,2025-09-13T16:20:31.022936+00:00
CL263181336,Adamis Saverite - Cradock,RE-IND-RAW-NA-1329,2025-09-13T16:20:26.318584+00:00,2025-09-13T16:20:26.318591+00:00
CL308131336,Adamis Saverite - Cradock,RE-IND-RAW-NA-1329,2025-09-13T16:20:30.934098+00:00,2025-09-13T16:20:30.934100+00:00
CL291213331,admin.thembisa@okoland.co.za,PR-IND-RAW-NA-3326,2025-09-13T16:20:29.122032+00:00,2025-09-13T16:20:29.122040+00:00
CL308283331,admin.thembisa@okoland.co.za,PR-IND-RAW-NA-3326,2025-09-13T16:20:31.098362+00:00,2025-09-13T16:20:31.098365+00:00
CL272181968,Advance Meat,BU-COR-RAW-NA-1961,2025-09-13T16:20:27.218842+00:00,2025-09-13T16:20:27.218851+00:00
CL308171968,Advance Meat,BU-COR-RAW-NA-1961,2025-09-13T16:20:30.939749+00:00,2025-09-13T16:20:30.939752+00:00
CL24387011,AEO Beckley and son,FA-IND-RAW-NA-0011,2025-09-13T16:20:24.387516+00:00,2025-09-13T16:20:24.387522+00:00
CL30804011,AEO Beckley and son,FA-IND-RAW-NA-0011,2025-09-13T16:20:30.847027+00:00,2025-09-13T16:20:30.847030+00:00
CL296883773,Afri-Save Cash & Carry,RE-IND-RAW-NA-3763,2025-09-13T16:20:29.688351+00:00,2025-09-13T16:20:29.688357+00:00
CL308313773,Afri-Save Cash & Carry,RE-IND-RAW-NA-3763,2025-09-13T16:20:31.102272+00:00,2025-09-13T16:20:31.102275+00:00
CL298213876,Africa Best Chicken,RE-IND-RAW-NA-3866,2025-09-13T16:20:29.821718+00:00,2025-09-13T16:20:29.821725+00:00
CL308323876,Africa Best Chicken,RE-IND-RAW-NA-3866,2025-09-13T16:20:31.103136+00:00,2025-09-13T16:20:31.103139+00:00
CL308004628,Africa best chickens,RE-IND-EGG-NA-4640,2025-09-13T16:20:30.800164+00:00,2025-09-13T16:20:30.800170+00:00
CL308384628,Africa best chickens,RE-IND-EGG-NA-4640,2025-09-13T16:20:31.217617+00:00,2025-09-13T16:20:31.217619+00:00
CL24377006,Africa Eggs - Bengil Boerdery Trust,FA-IND-EGG-NA-0006,2025-09-13T16:20:24.377746+00:00,2025-09-13T16:20:24.377756+00:00
CL30804006,Africa Eggs - Bengil Boerdery Trust,FA-IND-EGG-NA-0006,2025-09-13T16:20:30.846983+00:00,2025-09-13T16:20:30.846985+00:00
CL288623148,Afrika Tikkun,RE-IND-RAW-NA-3145,2025-09-13T16:20:28.862449+00:00,2025-09-13T16:20:28.862455+00:00
CL308263148,Afrika Tikkun,RE-IND-RAW-NA-3145,2025-09-13T16:20:31.096566+00:00,2025-09-13T16:20:31.096569+00:00
CL278472367,AfriSave Cash & Carry,RE-IND-RAW-NA-2360,2025-09-13T16:20:27.847305+00:00,2025-09-13T16:20:27.847314+00:00
CL308212367,AfriSave Cash & Carry,RE-IND-RAW-NA-2360,2025-09-13T16:20:31.017564+00:00,2025-09-13T16:20:31.017566+00:00
CL290363276,AFT MEATS,BU-IND-RAW-NA-3273,2025-09-13T16:20:29.036680+00:00,2025-09-13T16:20:29.036689+00:00
CL308273276,AFT MEATS,BU-IND-RAW-NA-3273,2025-09-13T16:20:31.097847+00:00,2025-09-13T16:20:31.097850+00:00
CL273502061,Airport Chicken and Meats,BU-IND-RAW-NA-2057,2025-09-13T16:20:27.351074+00:00,2025-09-13T16:20:27.351090+00:00
